COMMODITY,STATENAME,MANDINAME,CENTRENAME,DATAPERCENTAGE
TOMATO,MAHARASHTRA,AHMEDNAGAR,MUMBAI,29.337175792507203
TOMATO,MAHARASHTRA,LASALGAON,MUMBAI,16.311239193083573
TOMATO,MAHARASHTRA,AMARAWATI,NAGPUR,9.62536023054755
TOMATO,MAHARASHTRA,SINNER,MUMBAI,6.801152737752162
TOMATO,MAHARASHTRA,AKOLE,MUMBAI,6.1671469740634
TOMATO,MAHARASHTRA,VASAI,MUMBAI,0.7492795389048991
TOMATO,MAHARASHTRA,MAANACHAR,MUMBAI,0.5187319884726225
TOMATO,MAHARASHTRA,RAHURI(SONGAON),MUMBAI,0.4034582132564841
TOMATO,MAHARASHTRA,CHANDRAPUR,NAGPUR,0.2881844380403458
TOMATO,MAHARASHTRA,VAIJPUR,MUMBAI,0.11527377521613834
TOMATO,MAHARASHTRA,KALYAN,MUMBAI,0.05763688760806917
TOMATO,MAHARASHTRA,SHRIGONDA,MUMBAI,0.05763688760806917
TOMATO,MAHARASHTRA,PARSHIWANI,NAGPUR,0.05763688760806917
TOMATO,NCT OF DELHI,SHAHDARA,DELHI,83.51585014409221
TOMATO,NCT OF DELHI,AZADPUR,DELHI,82.30547550432277
TOMATO,NCT OF DELHI,KESHOPUR,DELHI,60.40345821325649
TOMATO,UTTAR PRADESH,FAIZABAD,LUCKNOW,91.52737752161383
TOMATO,UTTAR PRADESH,LUCKNOW,LUCKNOW,84.89913544668588
TOMATO,UTTAR PRADESH,PRATAPGARH,VARANASI,83.22766570605188
TOMATO,UTTAR PRADESH,GONDA,LUCKNOW,83.05475504322767
TOMATO,UTTAR PRADESH,PUKHRAYAN,KANPUR,80.86455331412104
TOMATO,UTTAR PRADESH,BARABANKI,LUCKNOW,80.69164265129683
TOMATO,UTTAR PRADESH,AURAIYA,KANPUR,80.57636887608069
TOMATO,UTTAR PRADESH,KANPUR(GRAIN),KANPUR,80.23054755043228
TOMATO,UTTAR PRADESH,KANNAUJ,KANPUR,80.11527377521614
TOMATO,UTTAR PRADESH,JALAUN,KANPUR,79.88472622478386
TOMATO,UTTAR PRADESH,BAHRAICH,LUCKNOW,79.36599423631124
TOMATO,UTTAR PRADESH,LAKHIMPUR,LUCKNOW,79.19308357348703
TOMATO,UTTAR PRADESH,FIROZABAD,AGRA,78.73198847262248
TOMATO,UTTAR PRADESH,MADHOGANJ,KANPUR,78.32853025936599
TOMATO,UTTAR PRADESH,FATEHPUR,KANPUR,77.86743515850144
TOMATO,UTTAR PRADESH,MAINPURI,AGRA,76.94524495677233
TOMATO,UTTAR PRADESH,UNNAO,KANPUR,76.71469740634006
TOMATO,UTTAR PRADESH,AGRA,AGRA,76.54178674351584
TOMATO,UTTAR PRADESH,ALIGARH,AGRA,76.54178674351584
TOMATO,UTTAR PRADESH,AZAMGARH,VARANASI,76.4265129682997
TOMATO,UTTAR PRADESH,JAUNPUR,VARANASI,75.9077809798271
TOMATO,UTTAR PRADESH,ETAH,AGRA,75.10086455331411
TOMATO,UTTAR PRADESH,SHAHGANJ,VARANASI,75.04322766570604
TOMATO,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),KANPUR,74.5821325648415
TOMATO,UTTAR PRADESH,HAATHRAS,AGRA,74.52449567723343
TOMATO,UTTAR PRADESH,HARDOI,KANPUR,74.23631123919309
TOMATO,UTTAR PRADESH,ORAI,KANPUR,73.8328530259366
TOMATO,UTTAR PRADESH,KHAIR,AGRA,73.54466858789625
TOMATO,UTTAR PRADESH,KASGANJ,AGRA,72.04610951008645
TOMATO,UTTAR PRADESH,GORAKHPUR,VARANASI,70.835734870317
TOMATO,UTTAR PRADESH,SITAPUR,LUCKNOW,69.68299711815563
TOMATO,UTTAR PRADESH,BHARTHNA,KANPUR,68.35734870317003
TOMATO,UTTAR PRADESH,GAZIPUR,AGRA,68.06916426512967
TOMATO,UTTAR PRADESH,DIVAI,AGRA,67.83861671469741
TOMATO,UTTAR PRADESH,BANDA,KANPUR,67.60806916426513
TOMATO,UTTAR PRADESH,MIRZAPUR,VARANASI,67.37752161383285
TOMATO,UTTAR PRADESH,CHOUBEPUR,VARANASI,67.26224783861672
TOMATO,UTTAR PRADESH,BINDKI,KANPUR,67.26224783861672
TOMATO,UTTAR PRADESH,SAHIYAPUR,LUCKNOW,66.85878962536023
TOMATO,UTTAR PRADESH,SIRSAGANJ,AGRA,66.85878962536023
TOMATO,UTTAR PRADESH,VARANASI(F&V),VARANASI,65.76368876080691
TOMATO,UTTAR PRADESH,KAYAMGANJ,AGRA,65.76368876080691
TOMATO,UTTAR PRADESH,DEVARIYA,LUCKNOW,65.24495677233429
TOMATO,UTTAR PRADESH,KHAIRAGARH,AGRA,65.12968299711815
TOMATO,UTTAR PRADESH,SAFDARGANJ,LUCKNOW,64.38040345821325
TOMATO,UTTAR PRADESH,PARTAVAL,VARANASI,64.26512968299711
TOMATO,UTTAR PRADESH,SHIKOHABAD,AGRA,63.861671469740635
TOMATO,UTTAR PRADESH,ANWALA,AGRA,63.804034582132566
TOMATO,UTTAR PRADESH,AKBARPUR,KANPUR,63.28530259365994
TOMATO,UTTAR PRADESH,BIJNAUR,LUCKNOW,63.170028818443804
TOMATO,UTTAR PRADESH,MATHURA,AGRA,62.132564841498564
TOMATO,UTTAR PRADESH,RAATH,KANPUR,62.01729106628242
TOMATO,UTTAR PRADESH,CHANDOLI,LUCKNOW,58.90489913544668
TOMATO,UTTAR PRADESH,BANGARMAU,KANPUR,58.501440922190206
TOMATO,UTTAR PRADESH,BASTI,VARANASI,57.86743515850144
TOMATO,UTTAR PRADESH,RURA,KANPUR,55.44668587896253
TOMATO,UTTAR PRADESH,KOPAGANJ,VARANASI,54.98559077809798
TOMATO,UTTAR PRADESH,AWAGARH,AGRA,54.98559077809798
TOMATO,UTTAR PRADESH,ACHNERA,AGRA,54.87031700288184
TOMATO,UTTAR PRADESH,GHIRAUR,AGRA,54.29394812680115
TOMATO,UTTAR PRADESH,CHARRA,AGRA,54.06340057636888
TOMATO,UTTAR PRADESH,TUNDLA,AGRA,53.8328530259366
TOMATO,UTTAR PRADESH,SAMSABAD,KANPUR,53.25648414985591
TOMATO,UTTAR PRADESH,FARUKHABAD,KANPUR,52.44956772334294
TOMATO,UTTAR PRADESH,FATEHABAD,AGRA,52.3342939481268
TOMATO,UTTAR PRADESH,NAANPARA,LUCKNOW,50.720461095100866
TOMATO,UTTAR PRADESH,MAHOBA,KANPUR,50.14409221902017
TOMATO,UTTAR PRADESH,JARAR,AGRA,49.221902017291065
TOMATO,UTTAR PRADESH,UJHANI,AGRA,48.414985590778095
TOMATO,UTTAR PRADESH,DIBIAPUR,KANPUR,48.069164265129686
TOMATO,UTTAR PRADESH,SHAHABAD(NEW MANDI),KANPUR,47.89625360230548
TOMATO,UTTAR PRADESH,JAYAS,LUCKNOW,47.03170028818444
TOMATO,UTTAR PRADESH,GOLAGOKARNATH,LUCKNOW,46.05187319884726
TOMATO,UTTAR PRADESH,GADAURA,KANPUR,44.95677233429395
TOMATO,UTTAR PRADESH,FATEHPUR SIKRI,AGRA,44.78386167146974
TOMATO,UTTAR PRADESH,KHALILABAD,VARANASI,44.726224783861674
TOMATO,UTTAR PRADESH,CHAANDPUR,VARANASI,43.976945244956774
TOMATO,UTTAR PRADESH,ROBERTSGANJ,VARANASI,43.919308357348704
TOMATO,UTTAR PRADESH,MUGRABAADSHAHPUR,VARANASI,43.63112391930836
TOMATO,UTTAR PRADESH,CHORICHORA,VARANASI,43.51585014409222
TOMATO,UTTAR PRADESH,JASVANTNAGAR,AGRA,43.28530259365994
TOMATO,UTTAR PRADESH,DUDHI,VARANASI,42.88184438040346
TOMATO,UTTAR PRADESH,GANJDUDWARA,AGRA,40.92219020172911
TOMATO,UTTAR PRADESH,JAFARGANJ,KANPUR,40.691642651296824
TOMATO,UTTAR PRADESH,BABERU,KANPUR,40.17291066282421
TOMATO,UTTAR PRADESH,RUDAULI,LUCKNOW,40.11527377521614
TOMATO,UTTAR PRADESH,NAUGARH,VARANASI,39.42363112391931
TOMATO,UTTAR PRADESH,SEHJANWA,VARANASI,38.443804034582136
TOMATO,UTTAR PRADESH,SHADABAD,AGRA,37.40634005763689
TOMATO,UTTAR PRADESH,JANGIPURA,VARANASI,36.887608069164266
TOMATO,UTTAR PRADESH,MAUDAHA,KANPUR,36.54178674351585
TOMATO,UTTAR PRADESH,MUSKARA,KANPUR,36.023054755043226
TOMATO,UTTAR PRADESH,NAWABGANJ,LUCKNOW,35.56195965417868
TOMATO,UTTAR PRADESH,MEHMOODABAD,LUCKNOW,34.81268011527378
TOMATO,UTTAR PRADESH,NAUTNAVA,VARANASI,34.69740634005763
TOMATO,UTTAR PRADESH,ANANDNAGAR,VARANASI,34.35158501440922
TOMATO,UTTAR PRADESH,ACHALDA,KANPUR,33.19884726224784
TOMATO,UTTAR PRADESH,TANDA(RAMPUR),VARANASI,32.622478386167145
TOMATO,UTTAR PRADESH,JHIJHANK,KANPUR,32.3342939481268
TOMATO,UTTAR PRADESH,JAHANABAD,KANPUR,31.930835734870318
TOMATO,UTTAR PRADESH,TANDA,VARANASI,31.815561959654175
TOMATO,UTTAR PRADESH,SAIDPUR,VARANASI,31.00864553314121
TOMATO,UTTAR PRADESH,ATRAULI,LUCKNOW,30.605187319884724
TOMATO,UTTAR PRADESH,ALIGANJ,LUCKNOW,28.876080691642652
TOMATO,UTTAR PRADESH,SOHARATGARH,VARANASI,27.60806916426513
TOMATO,UTTAR PRADESH,BALRAMPUR,LUCKNOW,26.685878962536023
TOMATO,UTTAR PRADESH,BHARUASUMERPUR,KANPUR,25.417867435158502
TOMATO,UTTAR PRADESH,BEWAR,KANPUR,24.72622478386167
TOMATO,UTTAR PRADESH,AHIRORA,KANPUR,22.478386167146976
TOMATO,UTTAR PRADESH,UTTARIPURA,KANPUR,21.44092219020173
TOMATO,UTTAR PRADESH,VARIPAAL,KANPUR,18.847262247838618
TOMATO,UTTAR PRADESH,JAGNAIR,AGRA,18.097982708933717
TOMATO,UTTAR PRADESH,PURWA,LUCKNOW,16.42651296829971
TOMATO,UTTAR PRADESH,SANDILA,LUCKNOW,15.677233429394812
TOMATO,UTTAR PRADESH,LALGANJ,VARANASI,15.561959654178676
TOMATO,UTTAR PRADESH,TULSIPUR,LUCKNOW,14.755043227665707
TOMATO,UTTAR PRADESH,MAIGALGANJ,LUCKNOW,14.46685878962536
TOMATO,UTTAR PRADESH,RISIA,LUCKNOW,13.487031700288185
TOMATO,UTTAR PRADESH,VILASPUR,AGRA,13.0835734870317
TOMATO,UTTAR PRADESH,UTRAULA,LUCKNOW,12.44956772334294
TOMATO,UTTAR PRADESH,MIHIPURWA,LUCKNOW,11.412103746397694
TOMATO,UTTAR PRADESH,RASDA,LUCKNOW,10.317002881844381
TOMATO,UTTAR PRADESH,YUSUFPUR,VARANASI,9.68299711815562
TOMATO,UTTAR PRADESH,MISRIKH,LUCKNOW,8.357348703170029
TOMATO,UTTAR PRADESH,KAMLAGANJ,KANPUR,7.838616714697406
TOMATO,UTTAR PRADESH,CHITWADAGAON,VARANASI,6.743515850144092
TOMATO,UTTAR PRADESH,MOHAMMDI,LUCKNOW,5.706051873198847
TOMATO,UTTAR PRADESH,SHAHASWAN,AGRA,5.417867435158501
TOMATO,UTTAR PRADESH,GOPIGANJ,VARANASI,5.244956772334294
TOMATO,UTTAR PRADESH,PANCHPEDWA,LUCKNOW,3.400576368876081
TOMATO,UTTAR PRADESH,TIKONIA,LUCKNOW,2.190201729106628
TOMATO,UTTAR PRADESH,KHAGA,KANPUR,1.7867435158501441
TOMATO,UTTAR PRADESH,PAYAGPUR,LUCKNOW,1.4985590778097981
TOMATO,UTTAR PRADESH,SANDI,KANPUR,0.9798270893371758
TOMATO,UTTAR PRADESH,SIKANDRARAAU,AGRA,0.8645533141210375
TOMATO,UTTAR PRADESH,BACHRANWA,LUCKNOW,0.05763688760806917
TOMATO,UTTAR PRADESH,KURARA,KANPUR,0.05763688760806917
