STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,LOW,HIGH,STATENAME,MANDINAME
2020-10-11,2020-11-23,Normal,Anomaly,Normal,1.25186846038864,NO,NO,UTTAR PRADESH,FAIZABAD
2020-10-11,2020-11-23,Normal,Anomaly,Normal,1.2197358767424795,NO,NO,UTTAR PRADESH,LUCKNOW
2020-10-11,2020-11-23,Normal,Anomaly,Normal,1.2736023694927805,NO,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2020-10-18,2020-11-30,Normal,Anomaly,Anomaly,1.665741254858412,,,PUNJAB,SANGRUR
2020-10-18,2020-11-30,Anomaly,Anomaly,Anomaly,1.4991671293725708,NO,NO,PUNJAB,BARNALA
2020-10-25,2020-12-07,Normal,Anomaly,Normal,1.234076433121019,NO,NO,NCT OF DELHI,AZADPUR
2020-10-25,2020-12-07,Normal,Anomaly,Normal,1.738374619730552,NO,NO,PUNJAB,AJNALA
2020-11-01,2020-12-14,Anomaly,Anomaly,Anomaly,2.6644462947543714,NO,NO,PUNJAB,ZIRA
2020-11-01,2020-12-14,Normal,Anomaly,Normal,1.7001629549158066,NO,NO,UTTAR PRADESH,LAKHIMPUR
2020-11-01,2020-12-14,Normal,Anomaly,Normal,1.6089712335446125,NO,NO,UTTAR PRADESH,BASTI
2020-11-08,2020-12-21,Normal,Anomaly,Normal,2.3200475907198097,NO,NO,WEST BENGAL,SHEORAPHULY
2020-11-08,2020-12-21,Normal,Anomaly,Normal,2.275132275132276,NO,NO,WEST BENGAL,ULUBERIA
2020-11-08,2020-12-21,Normal,Anomaly,Normal,2.210464432686655,NO,NO,WEST BENGAL,DURGAPUR
2020-11-08,2020-12-21,Normal,Anomaly,Normal,2.3279180590593063,NO,NO,WEST BENGAL,KALYANI
2020-11-08,2020-12-21,Normal,Anomaly,Normal,2.619851451758958,NO,NO,WEST BENGAL,KATWA
2020-11-08,2020-12-21,Normal,Anomaly,Normal,2.010167963524225,NO,NO,WEST BENGAL,ISLAMPUR
2020-11-15,2020-12-28,Anomaly,Normal,Anomaly,3.495630461922597,NO,YES,PUNJAB,MALERKOTLA
2020-11-29,2021-01-11,Anomaly,Normal,Normal,2.121043864519711,NO,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2020-11-29,2021-01-11,Anomaly,Normal,Anomaly,3.745318352059925,NO,NO,UTTAR PRADESH,LUCKNOW
2020-11-29,2021-01-11,Anomaly,Normal,Anomaly,4.793608521970706,NO,YES,UTTAR PRADESH,FAIZABAD
2020-12-06,2021-01-18,Anomaly,Anomaly,Anomaly,2.2873711340206184,NO,YES,PUNJAB,BARNALA
2020-12-06,2021-01-18,Anomaly,Anomaly,Anomaly,2.282453637660485,,,PUNJAB,SANGRUR
2020-12-13,2021-01-25,Anomaly,Normal,Normal,3.2810271041369474,NO,YES,PUNJAB,AJNALA
2020-12-13,2021-01-25,Anomaly,Anomaly,Anomaly,1.6162310866574965,NO,YES,NCT OF DELHI,AZADPUR
2020-12-20,2021-02-01,Anomaly,Normal,Normal,1.854493580599144,NO,YES,UTTAR PRADESH,BASTI
2020-12-20,2021-02-01,Anomaly,Anomaly,Anomaly,3.566333808844508,NO,NO,PUNJAB,ZIRA
2020-12-20,2021-02-01,Anomaly,Anomaly,Normal,2.026431718061674,NO,YES,UTTAR PRADESH,LAKHIMPUR
2020-12-27,2021-02-08,Anomaly,Anomaly,Normal,2.425106990014265,NO,YES,WEST BENGAL,ISLAMPUR
2020-12-27,2021-02-08,Anomaly,Anomaly,Normal,3.749613839960328,NO,YES,WEST BENGAL,KATWA
2020-12-27,2021-02-08,Anomaly,Anomaly,Normal,3.9001560062402496,NO,YES,WEST BENGAL,ULUBERIA
2020-12-27,2021-02-08,Anomaly,Anomaly,Normal,3.3868092691622103,NO,YES,WEST BENGAL,DURGAPUR
2020-12-27,2021-02-08,Anomaly,Anomaly,Normal,3.227953410981697,NO,YES,WEST BENGAL,KALYANI
2020-12-27,2021-02-08,Anomaly,Anomaly,Normal,3.5726795096322244,NO,YES,WEST BENGAL,SHEORAPHULY
2021-01-03,2021-02-15,Anomaly,Anomaly,Normal,1.756007393715342,YES,NO,PUNJAB,MALERKOTLA
2021-01-17,2021-03-01,Anomaly,Anomaly,Normal,2.3032629558541267,YES,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2021-01-17,2021-03-01,Anomaly,Anomaly,Normal,1.2479201331114809,YES,NO,UTTAR PRADESH,FAIZABAD
2021-01-17,2021-03-01,Anomaly,Anomaly,Normal,1.2479201331114809,YES,NO,UTTAR PRADESH,LUCKNOW
2021-01-24,2021-03-08,Normal,Anomaly,Normal,1.2704174228675136,,,PUNJAB,SANGRUR
2021-01-24,2021-03-08,Normal,Anomaly,Normal,1.3473053891716569,YES,NO,PUNJAB,BARNALA
2021-01-31,2021-03-15,Normal,Anomaly,Normal,1.4510276142525194,YES,NO,NCT OF DELHI,AZADPUR
2021-01-31,2021-03-15,Normal,Normal,Normal,1.7296718972561518,NO,YES,PUNJAB,AJNALA
2021-02-07,2021-03-22,Normal,Anomaly,Normal,1.3972055888223551,YES,NO,PUNJAB,ZIRA
2021-02-07,2021-03-22,Normal,Anomaly,Normal,1.1697574893009983,YES,NO,UTTAR PRADESH,BASTI
2021-02-07,2021-03-22,Normal,Anomaly,Normal,1.3134851138353765,YES,NO,UTTAR PRADESH,LAKHIMPUR
2021-02-14,2021-03-29,Normal,Anomaly,Normal,1.5834767641996557,YES,NO,WEST BENGAL,SHEORAPHULY
2021-02-14,2021-03-29,Normal,Anomaly,Normal,1.7970049916805324,YES,NO,WEST BENGAL,ULUBERIA
2021-02-14,2021-03-29,Normal,Normal,Normal,1.663893510815308,YES,NO,WEST BENGAL,KATWA
2021-02-14,2021-03-29,Normal,Anomaly,Normal,1.5619967793880838,YES,NO,WEST BENGAL,KALYANI
2021-02-14,2021-03-29,Normal,Anomaly,Normal,1.3311148086522462,NO,YES,WEST BENGAL,ISLAMPUR
2021-02-14,2021-03-29,Normal,Anomaly,Normal,1.3173652694610778,NO,YES,WEST BENGAL,DURGAPUR
2021-02-21,2021-04-05,Normal,Anomaly,Normal,1.6052060737527114,YES,NO,PUNJAB,MALERKOTLA
2021-03-07,2021-04-19,Normal,Normal,Normal,1.5806988352745424,YES,NO,UTTAR PRADESH,LUCKNOW
2021-03-14,2021-04-26,Normal,Anomaly,Anomaly,1.6209476309226931,NO,YES,PUNJAB,BARNALA
2021-03-14,2021-04-26,Normal,Anomaly,Normal,1.4334966430378913,,,PUNJAB,SANGRUR
2021-03-21,2021-05-03,Normal,Normal,Normal,1.7244555805885189,NO,YES,PUNJAB,AJNALA
2021-03-21,2021-05-03,Normal,Anomaly,Anomaly,2.599557522123894,NO,YES,NCT OF DELHI,AZADPUR
2021-03-28,2021-05-10,Normal,Anomaly,Normal,2.4363233664728683,YES,NO,PUNJAB,ZIRA
2021-03-28,2021-05-10,Normal,Anomaly,Normal,1.576666070224419,NO,NO,UTTAR PRADESH,LAKHIMPUR
2021-04-04,2021-05-17,Normal,Anomaly,Normal,1.480952757149638,NO,NO,WEST BENGAL,DURGAPUR
2021-04-04,2021-05-17,Normal,Anomaly,Normal,1.6256455862294217,YES,NO,WEST BENGAL,ISLAMPUR
2021-04-11,2021-05-24,Normal,Anomaly,Anomaly,1.3824884792626728,YES,NO,PUNJAB,MALERKOTLA
2021-04-11,2021-05-24,Normal,Anomaly,Normal,1.2635397907636137,NO,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2021-04-25,2021-06-07,Normal,Anomaly,Normal,1.1156397576046917,NO,NO,UTTAR PRADESH,LUCKNOW
2021-05-02,2021-06-14,Anomaly,Anomaly,Anomaly,1.1631254957141692,YES,NO,PUNJAB,BARNALA
2021-05-02,2021-06-14,Normal,Anomaly,Normal,1.0722583947975213,NO,NO,UTTAR PRADESH,BASTI
2021-05-02,2021-06-14,Anomaly,Anomaly,Anomaly,1.1269038628985908,,,PUNJAB,SANGRUR
2021-05-09,2021-06-21,Anomaly,Anomaly,Normal,1.006874892346752,NO,NO,PUNJAB,AJNALA
2021-05-09,2021-06-21,Anomaly,Anomaly,Anomaly,1.1261292752912475,YES,NO,NCT OF DELHI,AZADPUR
2021-05-16,2021-06-28,Anomaly,Anomaly,Anomaly,1.0247177266808307,YES,NO,UTTAR PRADESH,LAKHIMPUR
2021-05-16,2021-06-28,Anomaly,Anomaly,Anomaly,1.135417699548234,YES,NO,PUNJAB,ZIRA
2021-05-23,2021-07-05,Normal,Anomaly,Normal,1.0623268976087894,NO,NO,WEST BENGAL,DURGAPUR
2021-05-23,2021-07-05,Normal,Anomaly,Normal,1.0785002464941786,NO,NO,WEST BENGAL,ISLAMPUR
2021-05-30,2021-07-12,Normal,Anomaly,Normal,1.0190262694583898,NO,NO,WEST BENGAL,BISHNUPUR(BANKURA)
2021-05-30,2021-07-12,Anomaly,Anomaly,Anomaly,1.0123468350321951,NO,NO,PUNJAB,MALERKOTLA
2021-05-30,2021-07-12,Normal,Anomaly,Normal,1.0115993867998414,NO,NO,UTTAR PRADESH,FAIZABAD
