DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2017-12-01,0.0011749475820464,2.0,4.0,3.0,9.0,8,10,15,33,42.0
2018-01-01,0.0583801195067229,3.0,5.0,4.0,12.0,4,7,20,31,43.0
2018-02-01,0.0205657372711079,4.0,5.0,5.0,14.0,1,3,20,24,38.0
2018-03-01,0.0048824019814143,3.0,4.0,4.0,11.0,5,5,20,30,41.0
2018-04-01,0.005275916497377,2.0,3.0,3.0,8.0,5,5,19,29,37.0
2018-05-01,0.004328943669198,2.0,2.0,2.0,6.0,5,5,20,30,36.0
2018-06-01,0.0029499664244161,2.0,2.0,2.0,6.0,5,5,19,29,35.0
2018-07-01,0.0747882999299587,2.0,2.0,3.0,7.0,2,2,14,18,25.0
2018-08-01,0.001989016119614,2.0,1.0,3.0,6.0,0,0,10,10,16.0
2018-09-01,0.0019682339588676,2.0,1.0,3.0,6.0,0,0,6,6,12.0
2018-10-01,0.0064512745732642,2.0,1.0,3.0,6.0,0,0,1,1,7.0
2018-11-01,0.0044319881697516,2.0,1.0,3.0,6.0,0,0,0,0,6.0
2018-12-01,0.0010660275067608,2.0,1.0,3.0,6.0,0,0,0,0,6.0
2019-01-01,0.0019034442904783,1.0,0.0,2.0,3.0,0,0,0,0,3.0
2019-02-01,0.0012817268999399,0.0,0.0,1.0,1.0,0,0,0,0,1.0
2019-03-01,0.0013867915146877,0.0,0.0,1.0,1.0,0,0,0,0,1.0
2019-04-01,0.0065142464318857,0.0,0.0,1.0,1.0,0,0,0,0,1.0
2019-05-01,0.002063032325127,0.0,0.0,1.0,1.0,0,0,0,0,1.0
2019-06-01,0.0030434158990395,0.0,0.0,1.0,1.0,0,0,0,0,1.0
2019-07-01,0.0026907183758506,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2019-08-01,0.001654563414177,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2019-09-01,0.0006778006602342,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2019-10-01,0.0015721529389762,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2019-11-01,0.0032462017010587,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2019-12-01,0.001180793241285,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2020-01-01,0.0022521457864685,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2020-02-01,0.0024587362658354,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2020-03-01,0.0006996356876613,0.0,0.0,0.0,0.0,5,1,0,6,6.0
2020-04-01,0.0040496131028336,0.0,0.0,0.0,0.0,8,6,0,14,14.0
2020-05-01,0.0052048406544143,0.0,0.0,0.0,0.0,10,9,0,19,19.0
2020-06-01,0.0025879253409422,0.0,0.0,0.0,0.0,14,9,0,23,23.0
2020-07-01,0.0282918876157012,1.0,0.0,1.0,2.0,15,9,0,24,26.0
2020-08-01,0.0094960709292985,1.0,0.0,1.0,2.0,13,6,1,20,22.0
2020-09-01,0.0118749475126701,1.0,0.0,1.0,2.0,12,1,6,19,21.0
2020-10-01,0.0585801671663087,1.0,0.0,2.0,3.0,9,1,10,20,23.0
2020-11-01,0.1581024632909676,2.0,1.0,3.0,6.0,5,1,14,20,26.0
2020-12-01,0.2515681472608209,3.0,2.0,4.0,9.0,2,3,17,22,31.0
2021-01-01,0.0512934554061668,4.0,2.0,5.0,11.0,6,7,19,32,43.0
2021-02-01,0.8499210073370389,5.0,3.0,6.0,14.0,11,12,20,43,57.0
2021-03-01,0.0099742952240051,5.0,3.0,6.0,14.0,15,15,19,49,63.0
2021-04-01,0.0780277627508089,6.0,4.0,7.0,17.0,17,17,19,53,70.0
2021-05-01,0.0016576346552919,6.0,4.0,7.0,17.0,13,13,19,45,62.0
2021-06-01,0.0004358605806982,6.0,4.0,7.0,17.0,11,13,20,44,61.0
