DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2020-05-01,0.0051334703907164,2.0,3.0,3.0,8.0,0,4,17,21,29.0
2020-06-01,0.0470266628354671,3.0,4.0,4.0,11.0,0,4,20,24,35.0
2020-07-01,0.004320147386671,3.0,4.0,4.0,11.0,0,1,20,21,32.0
2020-08-01,0.0035852573529094,3.0,4.0,4.0,11.0,3,3,20,26,37.0
2020-09-01,0.0029607149138651,3.0,4.0,4.0,11.0,8,8,20,36,47.0
2020-10-01,0.0073405688350507,3.0,4.0,4.0,11.0,8,12,20,40,51.0
2020-11-01,0.0148812098822508,3.0,3.0,4.0,10.0,8,13,20,41,51.0
2020-12-01,0.0047881898942415,3.0,2.0,4.0,9.0,7,12,20,39,48.0
2021-01-01,0.001997593412424,2.0,2.0,3.0,7.0,3,8,20,31,38.0
2021-02-01,0.0057877397410111,2.0,1.0,3.0,6.0,0,4,21,25,31.0
2021-03-01,0.0022299426898074,2.0,1.0,2.0,5.0,0,0,20,20,25.0
2021-04-01,0.002819461595424,1.0,1.0,1.0,3.0,0,0,20,20,23.0
2021-05-01,0.0034334162188981,1.0,1.0,1.0,3.0,0,0,19,19,22.0
2021-06-01,0.0007257756111964,0.0,0.0,0.0,0.0,0,0,20,20,20.0
